"northing","easting","resistivity","is.ns","track"
.192,.57,28.49,1,"3"
.183,.5702,28.47,1,"3"
.174,.5704,29.46,1,"3"
.165,.5706,30.26,1,"3"
.156,.5708,30.6,1,"3"
.147,.571,30.64,1,"3"
.138,.5712,30.61,1,"3"
.129,.5714,30.74,1,"3"
.12,.5716,31.34,1,"3"
.111,.5718,32.56,1,"3"
.102,.572,34.21,1,"3"
.093,.5722,35.79,1,"3"
.084,.5724,36.79,1,"3"
.075,.5726,36.85,1,"3"
.066,.5728,35.9,1,"3"
.057,.573,34.46,1,"3"
.048,.5732,33.39,1,"3"
.039,.5734,33.25,1,"3"
.03,.5736,33.73,1,"3"
.021,.5738,34.13,1,"3"
.012,.574,34.11,1,"3"
.003,.764,27.54,1,"4"
.011800000000000001,.7639,28.02,1,"4"
.0206,.7637999999999999,28.8,1,"4"
.0294,.7636000000000001,29.8,1,"4"
.038200000000000005,.7635,30.82,1,"4"
.047,.7634,31.56,1,"4"
.055799999999999995,.7633,31.76,1,"4"
.06459999999999999,.7631,31.38,1,"4"
.0734,.763,30.69,1,"4"
.08220000000000001,.7629,30.06,1,"4"
.09090000000000001,.7627999999999999,29.66,1,"4"
.0998,.7627,29.42,1,"4"
.10859999999999999,.7625,29.17,1,"4"
.1173,.7624,28.89,1,"4"
.1261,.7623,28.75,1,"4"
.1349,.7622000000000001,28.97,1,"4"
.1437,.762,29.61,1,"4"
.1525,.7619,30.33,1,"4"
.1613,.7617999999999999,30.64,1,"4"
.1701,.7617,30.38,1,"4"
.1789,.7615,30.15,1,"4"
.18769999999999998,.7614,30.84,1,"4"
.1965,.7613,32.98,1,"4"
.2053,.7612000000000001,36.43,1,"4"
.21409999999999998,.7611,40.63,1,"4"
.22290000000000001,.7609,45.32,1,"4"
.2317,.7607999999999999,51.06,1,"4"
.2405,.7607,58.81,1,"4"
.24930000000000002,.7606,67.98,1,"4"
.2581,.7604,75.23,1,"4"
.26689999999999997,.7603,76.5,1,"4"
.2757,.7602000000000001,71.08,1,"4"
.2845,.7601,62.78,1,"4"
.2933,.76,56.38,1,"4"
.30210000000000004,.7597999999999999,53.38,1,"4"
.31089999999999995,.7597,51.94,1,"4"
.3196,.7596,50.21,1,"4"
.32839999999999997,.7595,48.33,1,"4"
.3372,.7593,47.13,1,"4"
.346,.7592000000000001,46.16,1,"4"
.3548,.7591,43.92,1,"4"
.36360000000000003,.759,40.08,1,"4"
.37239999999999995,.7587999999999999,36.17,1,"4"
.3812,.7587,33.92,1,"4"
.39,.7586,33.58,1,"4"
.3988,.7585,34.31,1,"4"
.4076,.7584,35.16,1,"4"
.4164,.7582000000000001,35.34,1,"4"
.42519999999999997,.7581,34.37,1,"4"
.434,.758,32.66,1,"4"
.471,.957,29.84,1,"5"
.4623,.9571000000000001,29.98,1,"5"
.4535,.9572,31.27,1,"5"
.44480000000000003,.9572999999999999,32.92,1,"5"
.436,.9574,33.49,1,"5"
.4273,.9575,32.73,1,"5"
.4185,.9575,31.98,1,"5"
.4098,.9576,32.46,1,"5"
.4011,.9577,33.86,1,"5"
.39230000000000004,.9578,34.62,1,"5"
.3836,.9579,33.6,1,"5"
.37489999999999996,.958,31.02,1,"5"
.36610000000000004,.9581000000000001,28.21,1,"5"
.3574,.9582,26.43,1,"5"
.3486,.9582999999999999,25.88,1,"5"
.3399,.9584,25.96,1,"5"
.3311,.9585,26.01,1,"5"
.32239999999999996,.9586,25.85,1,"5"
.3137,.9587,25.68,1,"5"
.3049,.9588,25.68,1,"5"
.29619999999999996,.9588,25.84,1,"5"
.2874,.9589,26.03,1,"5"
.2787,.959,26.22,1,"5"
.27,.9591000000000001,26.49,1,"5"
.2612,.9592,26.95,1,"5"
.2525,.9592999999999999,27.52,1,"5"
.2437,.9594,28.06,1,"5"
.235,.9595,28.37,1,"5"
.2263,.9596,28.33,1,"5"
.2175,.9597,27.93,1,"5"
.2088,.9598,27.25,1,"5"
.2,.9599,26.45,1,"5"
.1913,.96,25.7,1,"5"
.18259999999999998,.96,25.22,1,"5"
.1738,.9601000000000001,25.29,1,"5"
.1651,.9602,25.98,1,"5"
.15630000000000002,.9602999999999999,26.95,1,"5"
.14759999999999998,.9604,27.72,1,"5"
.1389,.9605,28.11,1,"5"
.1301,.9606,28.3,1,"5"
.12140000000000001,.9607,28.43,1,"5"
.11259999999999999,.9608,28.51,1,"5"
.1039,.9609,28.49,1,"5"
.09509999999999999,.961,28.44,1,"5"
.0864,.9611000000000001,28.43,1,"5"
.0777,.9612,28.49,1,"5"
.0689,.9612999999999999,28.54,1,"5"
.060200000000000004,.9612999999999999,28.42,1,"5"
.0514,.9614,28.06,1,"5"
.0427,.9615,27.47,1,"5"
.034,.9616,26.78,1,"5"
.0252,.9617,26.16,1,"5"
.0165,.9618,25.75,1,"5"
.0077,.9619,25.6,1,"5"
-.001,.962,25.6,1,"5"
.015,.167,32.07,1,"1"
.024399999999999998,.167,30.96,1,"1"
.0338,.167,29.22,1,"1"
.0432,.167,27.64,1,"1"
.0526,.167,26.79,1,"1"
.062,.167,26.6,1,"1"
.0714,.167,26.72,1,"1"
.0808,.167,27,1,"1"
.09029999999999999,.167,27.5,1,"1"
.0997,.167,28.17,1,"1"
.10909999999999999,.167,28.68,1,"1"
.1185,.167,28.57,1,"1"
.1279,.167,27.68,1,"1"
.1373,.167,26.5,1,"1"
.1467,.167,25.85,1,"1"
.1561,.167,26.19,1,"1"
.1655,.167,27.43,1,"1"
.1749,.167,29.22,1,"1"
.18430000000000002,.167,31.26,1,"1"
.19369999999999998,.167,33.23,1,"1"
.2031,.167,34.84,1,"1"
.2125,.167,36.1,1,"1"
.22190000000000001,.167,37.19,1,"1"
.2313,.167,38.05,1,"1"
.24080000000000001,.167,38.26,1,"1"
.2501,.167,37.46,1,"1"
.2596,.167,35.76,1,"1"
.269,.167,33.53,1,"1"
.2784,.167,31.06,1,"1"
.2878,.167,28.56,1,"1"
.29719999999999996,.167,26.39,1,"1"
.30660000000000004,.167,25.02,1,"1"
.316,.167,24.55,1,"1"
.006,.587,35.42,0,"1"
.0058,.5961000000000001,35.59,0,"1"
.0056,.6051,35.79,0,"1"
.0054,.6142000000000001,35.52,0,"1"
.0052,.6232000000000001,34.34,0,"1"
.005,.6323,32.46,0,"1"
.0048,.6414,30.68,0,"1"
.0046,.6504,29.67,0,"1"
.0044,.6595,29.47,0,"1"
.004200000000000001,.6685,29.74,0,"1"
.004,.6776,30.29,0,"1"
.0038,.6867000000000001,31.04,0,"1"
.0036,.6957000000000001,31.54,0,"1"
.0034,.7048,31.2,0,"1"
.0032,.7138,29.88,0,"1"
.003,.7229,28.23,0,"1"
.0028,.732,27.09,0,"1"
.0026,.741,26.79,0,"1"
.0024,.7501,27.05,0,"1"
.0022,.7591,27.42,0,"1"
.002,.7682,27.71,0,"1"
.0018,.7773,28.01,0,"1"
.0016,.7863,28.48,0,"1"
.0014,.7954,29.03,0,"1"
.0012,.8044,29.44,0,"1"
.001,.8135,29.64,0,"1"
.0008,.8226,29.79,0,"1"
.0006,.8316,30.07,0,"1"
.0004,.8407,30.38,0,"1"
.0002,.8497,30.36,0,"1"
0,.8588,29.86,0,"1"
-.0002,.8679,29.11,0,"1"
-.0004,.8769,28.57,0,"1"
-.0006,.886,28.52,0,"1"
-.0008,.895,28.8,0,"1"
-.001,.9041,28.91,0,"1"
-.0012,.9132,28.45,0,"1"
-.0014,.9222,27.53,0,"1"
-.0016,.9312999999999999,26.68,0,"1"
-.0018,.9402999999999999,26.22,0,"1"
-.002,.9494,25.95,0,"1"
-.0022,.9585,25.52,0,"1"
-.0024,.9675,24.92,0,"1"
-.0026,.9766,24.42,0,"1"
-.0028,.9856,24.15,0,"1"
-.003,.9947,24.13,0,"1"
-.0032,1.0038,24.6,0,"1"
-.0034,1.0128,25.93,0,"1"
-.0036,1.0219,28.03,0,"1"
-.0038,1.0309000000000001,30.11,0,"1"
-.004,1.04,31.33,0,"1"
1.226,.152,27.17,1,"1"
1.217,.1522,28.33,1,"1"
1.2081,.1524,29.77,1,"1"
1.1990999999999998,.1527,30.55,1,"1"
1.1902000000000001,.1529,30.4,1,"1"
1.1812,.15309999999999999,29.98,1,"1"
1.1723,.1534,29.99,1,"1"
1.1633,.1536,30.47,1,"1"
1.1544,.15380000000000002,30.91,1,"1"
1.1454000000000002,.1541,30.91,1,"1"
1.1365,.15430000000000002,30.68,1,"1"
1.1275,.1545,30.95,1,"1"
1.1185999999999998,.15480000000000002,32.19,1,"1"
1.1096,.155,33.95,1,"1"
1.1007,.15519999999999998,35.46,1,"1"
1.0917000000000001,.1554,36.82,1,"1"
1.0828,.15569999999999998,38.83,1,"1"
1.0737999999999999,.1559,41.62,1,"1"
1.0649000000000002,.1561,44.42,1,"1"
1.0559,.1564,46.99,1,"1"
1.047,.1566,50.12,1,"1"
1.038,.15680000000000002,54.25,1,"1"
1.0291,.157,58.56,1,"1"
1.0201,.15730000000000002,61.78,1,"1"
1.0112,.1575,63.12,1,"1"
1.0022,.15769999999999998,62.35,1,"1"
.9933,.158,59.88,1,"1"
.9843,.15819999999999998,56.89,1,"1"
.9753999999999999,.1584,54.43,1,"1"
.9663999999999999,.1586,52.61,1,"1"
.9575,.1589,51.21,1,"1"
.9485,.1591,50.47,1,"1"
.9396,.15930000000000002,50.6,1,"1"
.9306,.1596,51.09,1,"1"
.9217000000000001,.1598,51.22,1,"1"
.9127000000000001,.16,51.11,1,"1"
.9037999999999999,.1603,51.45,1,"1"
.8947999999999999,.1605,52.21,1,"1"
.8859,.16069999999999998,52.39,1,"1"
.8769,.16090000000000002,51.29,1,"1"
.868,.16119999999999998,49.66,1,"1"
.859,.16140000000000002,48.67,1,"1"
.8501000000000001,.1616,48.41,1,"1"
.8411000000000001,.16190000000000002,47.97,1,"1"
.8322,.1621,47.08,1,"1"
.8232,.1623,46.48,1,"1"
.8142999999999999,.1626,46.67,1,"1"
.8052999999999999,.1628,47.48,1,"1"
.7964,.163,49.01,1,"1"
.7874,.16319999999999998,51.42,1,"1"
.7785,.1635,53.28,1,"1"
.7695,.16369999999999998,51.89,1,"1"
.7605,.16390000000000002,46.47,1,"1"
.7516,.16419999999999998,39.9,1,"1"
.7427,.16440000000000002,35.8,1,"1"
.7337,.1646,34.37,1,"1"
.7248,.16490000000000002,32.51,1,"1"
.7158,.1651,28.28,1,"1"
.7068,.1653,23.52,1,"1"
.6979,.1655,21.42,1,"1"
.689,.1658,22.5,1,"1"
.68,.166,24.48,1,"1"
2.54,.151,83.74,1,"1"
2.5461,.15109999999999998,82.91,1,"1"
2.5522,.15109999999999998,81.73,1,"1"
2.5583,.15109999999999998,80.5,1,"1"
2.5644,.1512,79.14,1,"1"
2.5705,.15130000000000002,77.48,1,"1"
2.5766,.15130000000000002,75.76,1,"1"
2.5827,.1514,75.07,1,"1"
2.5888,.1514,77.42,1,"1"
2.5949,.1514,84.88,1,"1"
2.601,.1515,97.45,1,"1"
2.6071,.15159999999999998,111.47,1,"1"
2.6132,.15159999999999998,120.77,1,"1"
2.6193,.15159999999999998,120.53,1,"1"
2.6254,.1517,111.03,1,"1"
2.6315,.15180000000000002,97.97,1,"1"
2.6376,.15180000000000002,88.17,1,"1"
2.6437,.1519,84.08,1,"1"
2.6498000000000004,.1519,82.93,1,"1"
2.6559,.1519,81.25,1,"1"
2.662,.152,78.71,1,"1"
2.674,.151,94.08,1,"1"
2.6826,.15080000000000002,96.92,1,"1"
2.6912,.1507,96.35,1,"1"
2.6998,.1505,90.85,1,"1"
2.7084,.15030000000000002,83.38,1,"1"
2.717,.1502,78.21,1,"1"
2.7256,.15,76.34,1,"1"
2.7342,.14980000000000002,75.49,1,"1"
2.7428000000000003,.1497,74.17,1,"1"
2.7514000000000003,.1495,73.37,1,"1"
2.76,.14930000000000002,74.27,1,"1"
2.7685999999999997,.1492,76.2,1,"1"
2.7771999999999997,.149,77.75,1,"1"
2.7858,.14880000000000002,78.75,1,"1"
2.7944,.1487,80.06,1,"1"
2.803,.1485,81.91,1,"1"
2.8116,.14830000000000002,83.12,1,"1"
2.8202,.1482,82.06,1,"1"
2.8288,.148,78.73,1,"1"
2.8374,.14780000000000001,76.04,1,"1"
2.846,.1477,77.95,1,"1"
2.8546,.1475,85.54,1,"1"
2.8632,.14730000000000001,95.65,1,"1"
2.8718000000000004,.1472,103.4,1,"1"
2.8804000000000003,.147,104.94,1,"1"
2.889,.1468,98.54,1,"1"
2.8975999999999997,.1467,85.98,1,"1"
2.9061999999999997,.1465,72.88,1,"1"
2.9148,.1463,65.08,1,"1"
2.9234,.1462,63.73,1,"1"
2.932,.146,65.46,1,"1"
3.474,.155,73.99,1,"1"
3.4649,.1546,80.45,1,"1"
3.4558,.15419999999999998,86.77,1,"1"
3.4468,.1539,90.03,1,"1"
3.4377,.1535,90.15,1,"1"
3.4286,.15309999999999999,89.11,1,"1"
3.4195,.1527,88.41,1,"1"
3.4104,.1524,87.95,1,"1"
3.4014,.152,86.91,1,"1"
3.3923,.15159999999999998,84.6,1,"1"
3.3832,.1512,80.73,1,"1"
3.3741,.15080000000000002,75.83,1,"1"
3.365,.1504,72.16,1,"1"
3.3559,.15009999999999998,72.99,1,"1"
3.3469,.1497,79.52,1,"1"
3.3378,.14930000000000002,88.7,1,"1"
3.3287,.1489,95.31,1,"1"
3.3196,.14859999999999998,96.3,1,"1"
3.3105,.1482,92.51,1,"1"
3.3014,.14780000000000001,87.07,1,"1"
3.2924,.1474,83.14,1,"1"
3.2833,.14709999999999998,82.54,1,"1"
3.2742,.1467,84.69,1,"1"
3.2651,.1463,87.14,1,"1"
3.2561,.1459,87.86,1,"1"
3.247,.1455,86.96,1,"1"
3.2379000000000002,.1452,86.06,1,"1"
3.2288,.1448,86.14,1,"1"
3.2197,.1444,86.66,1,"1"
3.2106,.144,86.98,1,"1"
3.2016,.1436,88.13,1,"1"
3.1925,.1433,92.08,1,"1"
3.1834000000000002,.1429,98.82,1,"1"
3.1743,.1425,106.17,1,"1"
3.1652,.1421,113.64,1,"1"
3.1561999999999997,.1418,124,1,"1"
3.1471,.1414,138.43,1,"1"
3.138,.141,152.55,1,"1"
2.946,.14,61.81,1,"1"
2.9553000000000003,.1398,61.91,1,"1"
2.9645,.1396,62.55,1,"1"
2.9738,.1394,64.69,1,"1"
2.983,.1392,67.8,1,"1"
2.9923,.139,69.27,1,"1"
3.0015,.1388,67.16,1,"1"
3.0108,.1386,62.63,1,"1"
3.02,.1384,58.37,1,"1"
3.0293,.1382,55.52,1,"1"
3.0385,.138,54.27,1,"1"
3.0478,.1378,56.51,1,"1"
3.057,.1376,65.07,1,"1"
3.0663,.1374,79.61,1,"1"
3.0755,.1372,94.87,1,"1"
3.0848,.137,104.44,1,"1"
3.094,.1368,106.49,1,"1"
3.1033000000000004,.1366,105.83,1,"1"
3.1125,.1364,109.45,1,"1"
3.1218000000000004,.1362,119.55,1,"1"
3.131,.136,131.42,1,"1"
1.07,.361,61.02,1,"2"
1.0789000000000002,.361,61.72,1,"2"
1.0879,.36110000000000003,61.39,1,"2"
1.0968,.36110000000000003,60.17,1,"2"
1.1058,.36110000000000003,59.36,1,"2"
1.1147,.36119999999999997,60,1,"2"
1.1236,.36119999999999997,61.64,1,"2"
1.1325999999999998,.3613,62.71,1,"2"
1.1415,.3613,62,1,"2"
1.1504,.3613,59.55,1,"2"
1.1594,.3614,56.42,1,"2"
1.1683,.3614,53.67,1,"2"
1.1773,.3615,51.54,1,"2"
1.1862000000000001,.3615,49.76,1,"2"
1.1950999999999998,.3615,48.3,1,"2"
1.2041,.36160000000000003,47.53,1,"2"
1.213,.36160000000000003,47.68,1,"2"
1.2219,.36160000000000003,48.28,1,"2"
1.2309,.36169999999999997,48.32,1,"2"
1.2398,.36169999999999997,46.96,1,"2"
1.2488,.3618,44.27,1,"2"
1.2577,.3618,41.26,1,"2"
1.2666,.3618,38.93,1,"2"
1.2755999999999998,.3619,37.34,1,"2"
1.2845,.3619,35.92,1,"2"
1.2934,.3619,34.46,1,"2"
1.3024,.362,33.29,1,"2"
1.3113,.362,32.51,1,"2"
1.3203,.362,31.78,1,"2"
1.3292,.36210000000000003,30.92,1,"2"
1.3380999999999998,.36210000000000003,30.2,1,"2"
1.3471,.36219999999999997,29.83,1,"2"
1.356,.36219999999999997,29.65,1,"2"
1.3649,.36219999999999997,29.43,1,"2"
1.3739000000000001,.3623,29.6,1,"2"
1.3828,.3623,30.95,1,"2"
1.3918,.3624,33.66,1,"2"
1.4007,.3624,36.83,1,"2"
1.4096,.3624,39.25,1,"2"
1.4185999999999999,.3625,40.37,1,"2"
1.4275,.3625,40.4,1,"2"
1.4364000000000001,.3625,40.14,1,"2"
1.4454,.36260000000000003,40.8,1,"2"
1.4543,.36260000000000003,43.09,1,"2"
1.4633,.36260000000000003,46.16,1,"2"
1.4722,.36269999999999997,48.19,1,"2"
1.4810999999999999,.36269999999999997,48.32,1,"2"
1.4901,.3628,47.11,1,"2"
1.499,.3628,45.45,1,"2"
1.5079,.3628,43.85,1,"2"
1.5169000000000001,.3629,42.75,1,"2"
1.5258,.3629,42.52,1,"2"
1.5348,.363,43.03,1,"2"
1.5437,.363,43.86,1,"2"
1.5526,.363,44.86,1,"2"
1.5615999999999999,.36310000000000003,46.17,1,"2"
1.5705,.36310000000000003,47.67,1,"2"
1.5794000000000001,.36310000000000003,48.82,1,"2"
1.5884,.36319999999999997,49.05,1,"2"
1.5973,.36319999999999997,48.37,1,"2"
1.6063,.3633,47.51,1,"2"
1.6152,.3633,47.35,1,"2"
1.6240999999999999,.3633,48.29,1,"2"
1.6331,.3634,49.94,1,"2"
1.642,.3634,51.49,1,"2"
1.6509,.3634,52.34,1,"2"
1.6599000000000002,.3635,52.49,1,"2"
1.6688,.3635,52.26,1,"2"
1.6778,.3635,51.88,1,"2"
1.6867,.36360000000000003,51.39,1,"2"
1.6956,.36360000000000003,50.96,1,"2"
1.7046,.36369999999999997,50.85,1,"2"
1.7135,.36369999999999997,51.03,1,"2"
1.7224000000000002,.36369999999999997,51.25,1,"2"
1.7314,.3638,51.32,1,"2"
1.7403,.3638,51.31,1,"2"
1.7492999999999999,.3639,51.31,1,"2"
1.7582,.3639,51.26,1,"2"
1.7671,.3639,51.1,1,"2"
1.7761,.364,50.87,1,"2"
1.785,.364,50.69,1,"2"
.51,.368,24.39,1,"2"
.5193,.3678,23.83,1,"2"
.5287000000000001,.36769999999999997,23.3,1,"2"
.538,.3675,23.22,1,"2"
.5473,.3674,23.38,1,"2"
.5567000000000001,.36719999999999997,23.19,1,"2"
.566,.36710000000000004,22.58,1,"2"
.5754,.3669,22.19,1,"2"
.5847,.3668,22.44,1,"2"
.594,.36660000000000004,22.99,1,"2"
.6033999999999999,.3665,23.23,1,"2"
.6127,.3663,23,1,"2"
.6221,.36619999999999997,22.63,1,"2"
.6314,.366,22.58,1,"2"
.6407,.3659,23.03,1,"2"
.6501,.36569999999999997,23.84,1,"2"
.6594,.3655,24.73,1,"2"
.6688,.3654,25.5,1,"2"
.6781,.3653,26.09,1,"2"
.6874,.36510000000000004,26.67,1,"2"
.6968,.3649,27.73,1,"2"
.7061000000000001,.3648,29.79,1,"2"
.7155,.36460000000000004,32.74,1,"2"
.7248,.3645,35.72,1,"2"
.7341,.3643,37.83,1,"2"
.7435,.36419999999999997,38.8,1,"2"
.7527999999999999,.364,39.19,1,"2"
.7622000000000001,.3639,39.92,1,"2"
.7715,.36369999999999997,41.79,1,"2"
.7807999999999999,.36360000000000003,45.15,1,"2"
.7902,.3634,49.9,1,"2"
.7995,.3633,55.4,1,"2"
.8088,.36310000000000003,60.39,1,"2"
.8182,.363,63.61,1,"2"
.8275,.3628,64.9,1,"2"
.8369,.36269999999999997,65.46,1,"2"
.8462000000000001,.3625,66.56,1,"2"
.8555,.3624,68.47,1,"2"
.8649,.36219999999999997,70.41,1,"2"
.8742000000000001,.362,71.52,1,"2"
.8835,.3619,71.92,1,"2"
.8929,.36169999999999997,72.86,1,"2"
.9022,.36160000000000003,75.6,1,"2"
.9116000000000001,.3614,79.72,1,"2"
.9208999999999999,.3613,82.47,1,"2"
.9302999999999999,.36110000000000003,80.55,1,"2"
.9396,.361,73.1,1,"2"
.9489,.3608,63.05,1,"2"
.9582999999999999,.36069999999999997,54.96,1,"2"
.9676,.3605,51.34,1,"2"
.9769,.3604,51.36,1,"2"
.9863,.36019999999999996,52.71,1,"2"
.9956,.36010000000000003,53.76,1,"2"
1.005,.3599,54.16,1,"2"
1.0143,.3598,54.35,1,"2"
1.0236,.35960000000000003,54.8,1,"2"
1.033,.3595,55.36,1,"2"
1.0423,.3593,55.23,1,"2"
1.0517,.35910000000000003,53.96,1,"2"
1.061,.359,52.17,1,"2"
3.793,.364,56.01,1,"2"
3.7885999999999997,.3638,58.9,1,"2"
3.7841,.36360000000000003,59.56,1,"2"
3.7796999999999996,.3634,57.19,1,"2"
3.7753,.36319999999999997,53.55,1,"2"
3.7708000000000004,.363,50.63,1,"2"
3.7664,.3628,48.71,1,"2"
3.762,.36260000000000003,47.27,1,"2"
3.7576,.3624,46.64,1,"2"
3.7531,.36219999999999997,47.97,1,"2"
3.7487,.362,51.62,1,"2"
3.7443,.3618,56.16,1,"2"
3.7398000000000002,.36160000000000003,59.39,1,"2"
3.7354000000000003,.3614,60.36,1,"2"
3.731,.36119999999999997,59.86,1,"2"
3.7265,.361,59.09,1,"2"
3.7220999999999997,.3608,58.44,1,"2"
3.7177,.36060000000000003,57.84,1,"2"
3.7133000000000003,.3604,57.54,1,"2"
3.7088,.36019999999999996,57.8,1,"2"
3.7044,.36,58.12,1,"2"
3.7,.3598,57.48,1,"2"
3.6955,.35960000000000003,55.7,1,"2"
3.6911,.3595,53.88,1,"2"
3.6866999999999996,.3593,53.27,1,"2"
3.6822,.359,54.01,1,"2"
3.6778000000000004,.3589,55.3,1,"2"
3.6734,.35869999999999996,56.35,1,"2"
3.6689000000000003,.3585,56.71,1,"2"
3.6645,.3583,56.2,1,"2"
3.6601,.35810000000000003,54.87,1,"2"
3.6557,.3579,53.1,1,"2"
3.6512,.35769999999999996,51.55,1,"2"
3.6468000000000003,.3575,51.01,1,"2"
3.6424000000000003,.3573,52.03,1,"2"
3.6379,.35710000000000003,54.32,1,"2"
3.6335,.3569,56.51,1,"2"
3.6290999999999998,.35669999999999996,57.13,1,"2"
3.6246,.3565,56.13,1,"2"
3.6201999999999996,.3563,55.14,1,"2"
